City,Name,Year,Price,Kilometers Driven,KM,State,Transmission,Fuel Type,EMI per Month
delhi-ncr,Maruti Dzire,2018,489000,42.5K km,42500,DL,manual,petrol,8327
delhi-ncr,Maruti Dzire,2018,508000,62.5K km,62500,UP,manual,petrol,8650
delhi-ncr,Mahindra Thar,2021,1127000,62.5K km,62500,UP,automatic,petrol,19382
delhi-ncr,Tata Nexon,2019,675000,31.5K km,31500,DL,manual,petrol,11494
delhi-ncr,Kia Seltos,2019,925000,77.5K km,77500,HR,manual,petrol,15752
delhi-ncr,Hyundai i20 Active,2015,441000,57.5K km,57500,DL,manual,petrol,8027
delhi-ncr,Tata Tigor,2022,640000,59.5K km,59500,DL,manual,petrol+cng,10898
delhi-ncr,Maruti Celerio,2017,376000,95.5K km,95500,DL,automatic,petrol,6403
delhi-ncr,Honda Brio,2013,225000,100K km,100000,UP,manual,petrol,5685
delhi-ncr,Maruti Swift Dzire,2013,344000,26K km,26000,DL,manual,petrol,9272
delhi-ncr,Hyundai Verna,2019,840000,89K km,89000,UP,automatic,petrol,14304
delhi-ncr,Hyundai Grand i10,2013,312000,22K km,22000,DL,manual,petrol,8410
delhi-ncr,Kia Carens,2022,1227000,18K km,18000,DL,manual,petrol,21101
delhi-ncr,Renault Kiger,2022,630000,9K km,9000,DL,manual,petrol,10728
delhi-ncr,Maruti Baleno,2016,445000,55K km,55000,HR,manual,petrol,7578
delhi-ncr,Tata Nexon,2021,825000,32K km,32000,UP,manual,petrol,14049
delhi-ncr,Hyundai Venue,2019,752000,70K km,70000,HR,automatic,petrol,12806
delhi-ncr,Honda City,2023,1259000,22.5K km,22500,HR,manual,petrol,21652
delhi-ncr,Hyundai New Santro 1.1,2019,441000,78K km,78000,HR,manual,petrol+cng,7040
delhi-ncr,Hyundai Creta,2016,818000,50K km,50000,HR,automatic,petrol,13930
delhi-ncr,Hyundai Elite i20,2018,624000,35.5K km,35500,UP,manual,petrol,10626
delhi-ncr,Maruti Baleno,2018,554000,51.5K km,51500,DL,manual,petrol,9434
delhi-ncr,Mahindra XUV700,2022,2059000,26K km,26000,UP,automatic,petrol,35410
delhi-ncr,Maruti Swift,2014,308000,107K km,107000,DL,manual,petrol,6610
delhi-ncr,Maruti Wagon R Stingray,2013,244000,28.5K km,28500,DL,manual,petrol,6577
delhi-ncr,Hyundai i20,2011,207000,43.5K km,43500,DL,manual,petrol,14790
delhi-ncr,Maruti S-Presso,2022,419000,81.5K km,81500,DL,manual,petrol+cng,7135
delhi-ncr,Hyundai i10,2012,202000,68.5K km,68500,DL,manual,petrol,7682
delhi-ncr,Renault Kwid,2022,374000,49.5K km,49500,HR,manual,petrol,6369
delhi-ncr,Hyundai Creta,2016,633000,113K km,113000,DL,manual,petrol,10779
delhi-ncr,Maruti A-Star,2012,218000,75K km,75000,HR,manual,petrol,7773
delhi-ncr,Honda City,2013,315000,76K km,76000,DL,manual,petrol,8490
delhi-ncr,Maruti Baleno,2018,483000,49.5K km,49500,DL,manual,petrol,8225
delhi-ncr,Renault Kwid,2017,280000,55K km,55000,HR,manual,petrol,4768
delhi-ncr,Tata Tigor,2022,633000,70.5K km,70500,DL,manual,petrol+cng,10779
delhi-ncr,Hyundai Elite i20,2015,409000,67K km,67000,DL,manual,petrol,7444
delhi-ncr,Hyundai Verna,2019,746000,58K km,58000,HR,manual,petrol,12703
delhi-ncr,Renault Triber,2021,598000,65K km,65000,UP,automatic,petrol,10183
delhi-ncr,Hyundai New Santro 1.1,2020,462000,52.5K km,52500,HR,manual,petrol+cng,7375
delhi-ncr,Honda BR-V,2016,571000,86K km,86000,DL,manual,petrol,9723
delhi-ncr,Maruti Swift,2020,468000,33K km,33000,DL,manual,petrol,7969
delhi-ncr,Hyundai Elite i20,2018,597000,40K km,40000,DL,manual,petrol+cng,10166
delhi-ncr,Honda Amaze,2018,498000,20K km,20000,HR,manual,petrol,8480
delhi-ncr,Toyota Glanza,2022,740000,41K km,41000,DL,manual,petrol,12601
delhi-ncr,Hyundai Eon,2012,224000,22.5K km,22500,DL,manual,petrol,7987
delhi-ncr,Maruti Celerio,2016,367000,45K km,45000,UP,automatic,petrol,6249
delhi-ncr,Honda Brio,2013,229000,55K km,55000,DL,manual,petrol,5786
delhi-ncr,Hyundai Eon,2012,201000,54K km,54000,DL,manual,petrol,7166
delhi-ncr,Maruti Ciaz,2018,626000,53.5K km,53500,HR,manual,petrol,10660
delhi-ncr,Hyundai Grand i10,2013,298000,87.5K km,87500,DL,manual,petrol,8032
delhi-ncr,Maruti Alto 800,2013,205000,27.5K km,27500,HR,manual,petrol,5685
delhi-ncr,Maruti Wagon R 1.0,2012,214000,24K km,24000,DL,manual,petrol,8300
delhi-ncr,Honda Amaze,2022,732000,55K km,55000,UP,automatic,petrol,12465
delhi-ncr,Hyundai Grand i10 Nios,2021,611000,45K km,45000,HR,manual,petrol+cng,10404
delhi-ncr,Tata Nexon,2023,919000,34.5K km,34500,DL,manual,petrol,15650
delhi-ncr,Maruti Ciaz,2016,541000,65K km,65000,UP,manual,petrol,9212
delhi-ncr,Hyundai Creta,2016,720000,67.5K km,67500,UP,automatic,petrol,12261
delhi-ncr,Hyundai Venue,2021,829000,22.5K km,22500,UP,manual,petrol,14117
delhi-ncr,Maruti Baleno,2018,501000,38K km,38000,DL,manual,petrol,8531
delhi-ncr,Honda City,2016,575000,79K km,79000,DL,automatic,petrol,9791
delhi-ncr,Hyundai Creta,2016,747000,44K km,44000,DL,automatic,petrol,12720
delhi-ncr,Renault Kwid,2021,412000,11.5K km,11500,DL,manual,petrol,7016
delhi-ncr,Maruti Swift,2017,457000,23.5K km,23500,DL,manual,petrol,7782
delhi-ncr,Nissan Sunny,2012,249000,54K km,54000,DL,manual,petrol,8878
delhi-ncr,Honda Amaze,2016,401000,124.5K km,124500,UP,manual,petrol,6828
delhi-ncr,Hyundai Elite i20,2015,398000,94.5K km,94500,HR,manual,petrol,7244
delhi-ncr,Hyundai Verna,2013,349000,97K km,97000,DL,manual,petrol,9407
delhi-ncr,Hyundai Grand i10,2013,309000,89.5K km,89500,DL,manual,petrol,8329
delhi-ncr,Honda Brio,2012,216000,71K km,71000,DL,manual,petrol,7701
delhi-ncr,Volkswagen Polo,2012,289000,107.5K km,107500,DL,manual,petrol,10304
delhi-ncr,Maruti Wagon R 1.0,2012,176000,94.5K km,94500,DL,manual,petrol,6826
delhi-ncr,Honda City,2017,758000,88.5K km,88500,DL,automatic,petrol,12908
delhi-ncr,Hyundai New Santro 1.1,2021,460000,32K km,32000,HR,manual,petrol,7343
delhi-ncr,Maruti Baleno,2016,421000,80.5K km,80500,DL,manual,petrol,7169
delhi-ncr,Hyundai Venue,2022,880000,24.5K km,24500,DL,manual,petrol,14985
delhi-ncr,Kia Seltos,2020,1268000,55.5K km,55500,DL,manual,petrol,21807
delhi-ncr,Hyundai Elite i20,2015,457000,73K km,73000,DL,manual,petrol,8315
delhi-ncr,Maruti Swift,2017,428000,13K km,13000,DL,manual,petrol,7288
delhi-ncr,Renault Kwid,2021,395000,55.5K km,55500,DL,automatic,petrol,6726
delhi-ncr,Maruti Celerio,2021,549000,33.5K km,33500,UP,automatic,petrol,9349
delhi-ncr,Tata Nexon,2019,712000,44.5K km,44500,HR,manual,petrol,12124
delhi-ncr,Renault Kwid,2019,302000,37K km,37000,DL,manual,petrol,5142
delhi-ncr,Tata Altroz,2023,784000,12K km,12000,HR,manual,petrol,13351
delhi-ncr,Hyundai i10,2012,206000,58.5K km,58500,DL,manual,petrol,7834
delhi-ncr,Maruti Swift,2014,318000,66K km,66000,DL,manual,petrol,6824
delhi-ncr,Hyundai i20,2012,201000,57K km,57000,DL,manual,petrol,7644
delhi-ncr,Maruti Celerio,2015,314000,90K km,90000,DL,automatic,petrol,5715
delhi-ncr,Renault Kwid,2020,349000,33K km,33000,UP,manual,petrol,5943
delhi-ncr,Maruti Wagon R 1.0,2016,344000,32K km,32000,DL,automatic,petrol,6546
delhi-ncr,Kia Carnival,2022,2688000,99.5K km,99500,UP,automatic,diesel,46234
delhi-ncr,Tata Altroz,2020,580000,52K km,52000,HR,manual,petrol,9877
delhi-ncr,Volkswagen Polo,2011,245000,111.5K km,111500,HR,manual,petrol,16412
delhi-ncr,Honda Jazz,2016,402000,74.5K km,74500,HR,manual,petrol,6417
delhi-ncr,Honda Amaze,2019,539000,82.5K km,82500,UP,automatic,petrol,9178
delhi-ncr,Hyundai Creta,2016,690000,81K km,81000,UP,manual,petrol,11750
delhi-ncr,Maruti Vitara Brezza,2019,645000,67K km,67000,DL,automatic,diesel,10983
delhi-ncr,Hyundai Grand i10,2014,385000,41K km,41000,DL,manual,petrol,8262
delhi-ncr,Hyundai Verna,2018,799000,38.5K km,38500,DL,manual,petrol,13606
delhi-ncr,Maruti Wagon R 1.0,2021,475000,77.5K km,77500,DL,manual,petrol+cng,8088
delhi-ncr,Maruti Ciaz,2018,681000,51.5K km,51500,DL,manual,petrol,11597
delhi-ncr,Toyota Glanza,2020,646000,47.5K km,47500,DL,automatic,petrol,11001
delhi-ncr,Honda City,2022,1126000,12K km,12000,DL,manual,petrol,19364
delhi-ncr,Renault Triber,2019,523000,12.5K km,12500,DL,manual,petrol,8906
delhi-ncr,Honda Brio,2011,207000,35K km,35000,DL,manual,petrol,13866
delhi-ncr,Ford EcoSport,2021,875000,33K km,33000,DL,manual,petrol,14900
delhi-ncr,Maruti Alto K10,2023,443000,26.5K km,26500,DL,manual,petrol,7544
delhi-ncr,Maruti Swift,2012,286000,33K km,33000,DL,manual,petrol,10877
delhi-ncr,Maruti Swift,2017,383000,58.5K km,58500,DL,manual,petrol,6522
delhi-ncr,Ford Figo,2012,199000,43.5K km,43500,DL,manual,petrol,
delhi-ncr,Mahindra KUV100,2017,323000,35.5K km,35500,HR,manual,petrol,5500
delhi-ncr,Hyundai Elite i20,2016,487000,60K km,60000,DL,manual,petrol,8293
delhi-ncr,Maruti Swift Dzire,2014,309000,97K km,97000,DL,manual,petrol,6631
delhi-ncr,Honda WR-V,2019,698000,41K km,41000,DL,manual,petrol,11886
delhi-ncr,Maruti Baleno,2015,423000,44.5K km,44500,DL,manual,petrol,7699
delhi-ncr,Maruti S-Presso,2024,427000,10K km,10000,HR,manual,petrol,7271
delhi-ncr,Hyundai Creta,2015,668000,39K km,39000,DL,manual,petrol,12159
delhi-ncr,Honda Amaze,2023,798000,12K km,12000,DL,automatic,petrol,13589
delhi-ncr,Tata Tigor,2022,698000,21.5K km,21500,DL,manual,petrol+cng,11886
delhi-ncr,Honda City,2016,647000,54.5K km,54500,HR,automatic,petrol,11018
delhi-ncr,Hyundai Elite i20,2015,464000,61K km,61000,DL,manual,petrol,8445
delhi-ncr,Hyundai Grand i10,2018,459000,27.5K km,27500,DL,manual,petrol,7816
delhi-ncr,Hyundai New i20,2021,792000,16K km,16000,DL,automatic,petrol,13487
delhi-ncr,Maruti Baleno,2016,463000,83.5K km,83500,HR,manual,petrol,7884
delhi-ncr,Maruti Swift Dzire,2016,390000,50K km,50000,HR,manual,petrol,6641
delhi-ncr,Hyundai Elite i20,2016,440000,50.5K km,50500,DL,manual,petrol,8009
delhi-ncr,Hyundai i10,2012,236000,35.5K km,35500,HR,automatic,petrol,16863
delhi-ncr,Maruti Swift Dzire,2015,351000,97K km,97000,DL,manual,petrol,6389
delhi-ncr,Maruti Swift Dzire,2012,322000,50K km,50000,DL,automatic,petrol,12246
delhi-ncr,Honda City,2017,768000,59.5K km,59500,DL,automatic,petrol,13078
delhi-ncr,Renault Triber,2021,558000,54.5K km,54500,DL,manual,petrol,9502
delhi-ncr,Volkswagen Polo,2012,294000,73K km,73000,DL,manual,petrol,10482
delhi-ncr,Honda Amaze,2015,370000,100.5K km,100500,DL,manual,petrol,6734
delhi-ncr,Renault Kwid,2023,458000,12K km,12000,UP,manual,petrol,7799
delhi-ncr,Datsun Redi-GO,2020,267000,25K km,25000,UP,manual,petrol,5730
delhi-ncr,Maruti Ciaz,2017,602000,78K km,78000,DL,automatic,petrol,10251
delhi-ncr,Maruti Alto 800,2017,275000,38K km,38000,DL,manual,petrol,4914
delhi-ncr,Hyundai Grand i10 Nios,2022,591000,32K km,32000,HR,manual,petrol,10064
delhi-ncr,Hyundai Grand i10,2014,341000,56K km,56000,DL,manual,petrol,7318
delhi-ncr,Hyundai Elite i20,2015,439000,60.5K km,60500,DL,manual,petrol,7990
delhi-ncr,Hyundai Elite i20,2015,512000,26.5K km,26500,HR,manual,petrol,9319
delhi-ncr,Tata Nexon,2021,710000,13.5K km,13500,DL,manual,petrol,12090
delhi-ncr,Renault Kwid,2020,329000,36K km,36000,HR,manual,petrol,5602
delhi-ncr,Renault Kwid,2021,389000,18K km,18000,DL,manual,petrol,6624
delhi-ncr,Maruti Alto 800,2013,212000,28K km,28000,DL,manual,petrol,5879
delhi-ncr,Maruti Swift,2018,565000,67.5K km,67500,DL,manual,petrol,9621
delhi-ncr,Volkswagen Polo,2016,403000,90.5K km,90500,DL,manual,petrol,6433
delhi-ncr,Maruti Ciaz,2018,619000,111.5K km,111500,UP,manual,petrol,10541
delhi-ncr,Honda Brio,2013,246000,74.5K km,74500,DL,manual,petrol,6216
delhi-ncr,Honda City,2015,472000,104.5K km,104500,DL,manual,petrol,8591
delhi-ncr,Maruti Baleno,2016,432000,94K km,94000,DL,manual,petrol,7356
delhi-ncr,Maruti S-Cross,2021,831000,90.5K km,90500,UP,automatic,petrol,14151
delhi-ncr,Hyundai Verna,2012,328000,68K km,68000,DL,manual,petrol,12474
delhi-ncr,Maruti Swift,2023,639000,17K km,17000,DL,manual,petrol,10881
delhi-ncr,Maruti Dzire,2017,549000,61K km,61000,DL,automatic,petrol,9349
delhi-ncr,Ford EcoSport,2020,738000,29.5K km,29500,HR,manual,petrol,12567
delhi-ncr,Hyundai Creta,2019,897000,26K km,26000,DL,manual,petrol,15275
delhi-ncr,Ford EcoSport,2014,433000,71.5K km,71500,DL,manual,petrol,9293
delhi-ncr,Renault Kwid,2022,439000,33K km,33000,HR,manual,petrol,7475
delhi-ncr,Renault Kwid,2022,355000,31K km,31000,HR,manual,petrol,6045
delhi-ncr,Maruti Celerio,2017,385000,80K km,80000,DL,automatic,petrol,6556
delhi-ncr,Maruti S-Cross,2021,911000,50.5K km,50500,HR,manual,petrol,15513
delhi-ncr,Honda Jazz,2017,459000,48K km,48000,DL,manual,petrol,7327
delhi-ncr,Renault Triber,2021,560000,9K km,9000,UP,automatic,petrol,9536
delhi-ncr,Maruti Swift,2011,218000,54.5K km,54500,DL,manual,petrol,15576
delhi-ncr,Maruti Baleno,2019,522000,100.5K km,100500,HR,manual,petrol,8889
delhi-ncr,Maruti Wagon R 1.0,2013,247000,101K km,101000,DL,manual,petrol+cng,6657
delhi-ncr,Hyundai Elite i20,2016,419000,56K km,56000,UP,manual,petrol,7135
delhi-ncr,Hyundai i20,2012,255000,49.5K km,49500,DL,manual,petrol,9698
delhi-ncr,Maruti Baleno,2019,468000,52.5K km,52500,DL,manual,petrol+cng,7969
delhi-ncr,Hyundai i10,2011,185000,51K km,51000,DL,manual,petrol,13218
delhi-ncr,Hyundai Grand i10,2014,318000,61K km,61000,DL,manual,petrol,6824
delhi-ncr,Maruti Wagon R 1.0,2013,229000,81.5K km,81500,HR,manual,petrol,6350
delhi-ncr,Ford EcoSport,2014,465000,43.5K km,43500,DL,manual,petrol,9979
delhi-ncr,Maruti Swift,2023,640000,8.5K km,8500,DL,manual,petrol,10898
delhi-ncr,MG Astor,2024,1085000,8K km,8000,HR,manual,petrol,18659
delhi-ncr,Maruti Baleno,2019,598000,61K km,61000,DL,automatic,petrol,10183
delhi-ncr,Kia Sonet,2021,879000,31K km,31000,DL,manual,petrol,14968
delhi-ncr,Renault Kwid,2021,396000,40K km,40000,UP,automatic,petrol,6743
delhi-ncr,Hyundai Grand i10,2020,475000,54.5K km,54500,DL,manual,petrol,8088
delhi-ncr,Renault Kwid,2020,372000,25.5K km,25500,DL,automatic,petrol,6334
delhi-ncr,Renault Kwid,2021,441000,12.5K km,12500,DL,manual,petrol,7509
delhi-ncr,Honda Amaze,2021,698000,48K km,48000,HR,automatic,petrol,11886
delhi-ncr,Hyundai Creta,2016,769000,57.5K km,57500,DL,automatic,petrol,13095
delhi-ncr,Datsun Redi-GO,2022,278000,66.5K km,66500,HR,manual,petrol,4734
delhi-ncr,Hyundai i10,2012,216000,46.5K km,46500,DL,manual,petrol,8219
delhi-ncr,Maruti Baleno,2016,405000,39K km,39000,HR,manual,petrol,6896
delhi-ncr,Honda City,2012,279000,94K km,94000,DL,manual,petrol,10611
delhi-ncr,Honda Jazz,2015,399000,122K km,122000,DL,automatic,petrol,6808
delhi-ncr,Chevrolet Beat,2011,165000,67.5K km,67500,DL,manual,petrol,
delhi-ncr,Hyundai Venue,2021,885000,71.5K km,71500,HR,manual,diesel,15071
delhi-ncr,Hyundai i10,2011,198000,59.5K km,59500,DL,manual,petrol,14147
delhi-ncr,Maruti Baleno,2016,436000,45.5K km,45500,DL,manual,petrol,7424
delhi-ncr,Maruti S-Cross,2022,912000,25.5K km,25500,DL,manual,petrol,15530
delhi-ncr,Hyundai New Santro 1.1,2019,446000,69.5K km,69500,DL,manual,petrol+cng,7120
delhi-ncr,Tata Altroz,2023,749000,25K km,25000,DL,automatic,petrol,12755
delhi-ncr,Maruti S-Presso,2020,354000,14.5K km,14500,DL,manual,petrol,6028
delhi-ncr,Renault Triber,2023,594000,36K km,36000,HR,manual,petrol,10115
delhi-ncr,Hyundai Elite i20,2015,430000,65K km,65000,UP,manual,petrol,7827
delhi-ncr,Honda Jazz,2016,434000,40.5K km,40500,DL,manual,petrol,6928
delhi-ncr,Tata Nexon,2020,712000,71.5K km,71500,UP,automatic,petrol,12124
delhi-ncr,Renault Kwid,2022,414000,10.5K km,10500,UP,manual,petrol,7050
delhi-ncr,Renault Kwid,2022,467000,15.5K km,15500,DL,automatic,petrol,7952
delhi-ncr,Maruti Swift,2023,648000,15.5K km,15500,DL,manual,petrol,11035
delhi-ncr,Maruti Baleno,2015,379000,94K km,94000,HR,manual,petrol,6898
delhi-ncr,Maruti Dzire,2017,507000,49K km,49000,UP,automatic,petrol,8633
delhi-ncr,Maruti Baleno,2018,489000,37K km,37000,DL,manual,petrol,8327
delhi-ncr,Toyota Glanza,2023,719000,61K km,61000,DL,manual,petrol,12244
delhi-ncr,Hyundai i10,2011,205000,32.5K km,32500,DL,manual,petrol,14648
delhi-ncr,Maruti Swift Dzire,2013,330000,62K km,62000,HR,manual,petrol,8895
delhi-ncr,Maruti Swift Dzire,2011,236000,41K km,41000,DL,manual,petrol,16863
delhi-ncr,Hyundai Grand i10,2017,417000,55.5K km,55500,DL,manual,petrol+cng,7101
delhi-ncr,Hyundai Elite i20,2015,414000,102K km,102000,DL,manual,petrol,7535
delhi-ncr,Tata Nexon,2019,625000,50.5K km,50500,DL,automatic,diesel,10643
delhi-ncr,Maruti Swift,2023,642000,17K km,17000,UP,manual,petrol,10932
delhi-ncr,Renault Triber,2023,596000,24K km,24000,HR,manual,petrol,10149
delhi-ncr,Hyundai Creta,2016,718000,88.5K km,88500,HR,automatic,petrol,12227
delhi-ncr,Mahindra Thar,2021,1149000,32K km,32000,HR,automatic,petrol,19759
delhi-ncr,MG Hector,2020,1268000,70K km,70000,HR,manual,diesel,21805
delhi-ncr,Honda Amaze,2014,316000,60K km,60000,HR,manual,petrol,6781
delhi-ncr,Honda Amaze,2022,789000,31K km,31000,DL,automatic,petrol,13436
delhi-ncr,Honda City,2019,754000,47K km,47000,DL,manual,petrol,12840
delhi-ncr,Hyundai Venue,2022,818000,58.5K km,58500,DL,manual,petrol,13930
delhi-ncr,Honda Amaze,2021,681000,27.5K km,27500,HR,manual,petrol,11597
delhi-ncr,Hyundai Verna,2024,1472000,23K km,23000,DL,automatic,petrol,25315
delhi-ncr,Tata Nexon,2018,553000,103K km,103000,DL,manual,petrol,9417
delhi-ncr,Honda Amaze,2018,498000,38K km,38000,DL,manual,petrol,8480
delhi-ncr,Maruti Swift Dzire,2013,276000,72K km,72000,DL,manual,petrol,7439
delhi-ncr,Hyundai Verna,2011,346000,84K km,84000,DL,manual,petrol,24723
delhi-ncr,Hyundai Elite i20,2015,431000,70.5K km,70500,DL,manual,petrol,7845
delhi-ncr,Honda Brio,2012,189000,80.5K km,80500,DL,manual,petrol,6739
delhi-ncr,Maruti Baleno,2016,429000,38K km,38000,DL,manual,petrol,7305
delhi-ncr,Maruti Baleno,2016,403000,99.5K km,99500,DL,manual,petrol,6862
delhi-ncr,Hyundai Venue,2021,831000,22K km,22000,DL,manual,petrol,14151
delhi-ncr,Maruti Wagon R 1.0,2021,482000,11.5K km,11500,DL,manual,petrol,8614
delhi-ncr,Honda City,2016,512000,76K km,76000,DL,manual,petrol,8719
delhi-ncr,Maruti Swift,2017,419000,27K km,27000,UP,manual,petrol,7135
delhi-ncr,Hyundai Venue,2022,773000,84.5K km,84500,UP,manual,petrol,13163
delhi-ncr,Renault Kwid,2021,378000,14K km,14000,UP,manual,petrol,6437
delhi-ncr,Hyundai Venue,2019,732000,33K km,33000,DL,automatic,petrol,12465
delhi-ncr,Maruti Swift,2020,698000,8.5K km,8500,DL,automatic,petrol,11886
delhi-ncr,Honda City,2023,1085000,7K km,7000,HR,manual,petrol,18660
delhi-ncr,Maruti Swift Dzire,2016,384000,65.5K km,65500,DL,manual,petrol,6539
delhi-ncr,Honda City,2023,1171000,17K km,17000,DL,manual,petrol,20145
delhi-ncr,Hyundai Creta,2016,665000,75K km,75000,HR,automatic,petrol,11324
delhi-ncr,Tata Tiago,2019,464000,54K km,54000,HR,manual,petrol,7901
delhi-ncr,Maruti Wagon R 1.0,2012,222000,91K km,91000,DL,manual,petrol+cng,8443
delhi-ncr,Maruti Swift,2015,385000,80.5K km,80500,DL,manual,petrol,7007
delhi-ncr,Hyundai Creta,2016,632000,102K km,102000,DL,manual,petrol,10762
delhi-ncr,Maruti Swift,2012,250000,44K km,44000,DL,manual,petrol,9508
delhi-ncr,Maruti Swift Dzire,2013,326000,44K km,44000,DL,manual,petrol,8787
delhi-ncr,Volkswagen Polo,2012,284000,102.5K km,102500,DL,manual,petrol,10126
delhi-ncr,Honda City,2012,298000,86K km,86000,DL,manual,petrol,11333
delhi-ncr,Hyundai Tucson,2017,1170000,17K km,17000,DL,manual,petrol,20111
delhi-ncr,Maruti Baleno,2017,504000,19K km,19000,DL,manual,petrol,8582
delhi-ncr,Hyundai Grand i10,2015,398000,36.5K km,36500,DL,manual,petrol,7244
delhi-ncr,Mahindra XUV 300,2022,878000,22K km,22000,HR,manual,petrol,14951
delhi-ncr,Hyundai Grand i10 Nios,2020,591000,45K km,45000,DL,manual,petrol+cng,10064
delhi-ncr,Maruti S-Cross,2022,920000,19.5K km,19500,UP,manual,petrol,15667
delhi-ncr,Honda WR-V,2017,632000,41K km,41000,DL,manual,petrol,10762
delhi-ncr,Hyundai Creta,2017,779000,82K km,82000,HR,automatic,petrol,13265
delhi-ncr,Tata Tigor,2022,549000,34.5K km,34500,DL,manual,petrol,9349
delhi-ncr,Maruti New Ertiga,2019,878000,41.5K km,41500,DL,automatic,petrol,14951
delhi-ncr,Maruti Baleno,2017,516000,37K km,37000,DL,manual,petrol,8787
delhi-ncr,Maruti Baleno,2016,442000,66K km,66000,DL,manual,petrol,7527
delhi-ncr,Ford EcoSport,2019,732000,77.5K km,77500,DL,automatic,petrol,12465
delhi-ncr,Volkswagen Polo,2012,285000,32.5K km,32500,DL,manual,petrol,19091
delhi-ncr,Hyundai Creta,2019,932000,84K km,84000,DL,manual,petrol,15871
delhi-ncr,Maruti Ertiga,2012,461000,41K km,41000,HR,manual,petrol,17533
delhi-ncr,Ford EcoSport,2013,410000,62K km,62000,DL,manual,petrol,11051
delhi-ncr,Volkswagen Ameo,2018,490000,62.5K km,62500,HR,manual,petrol,7822
delhi-ncr,Honda Jazz,2016,378000,111.5K km,111500,HR,manual,petrol,6034
delhi-ncr,Hyundai Elite i20,2014,399000,114K km,114000,DL,manual,petrol,8563
delhi-ncr,Maruti Swift,2016,374000,35.5K km,35500,DL,manual,petrol,6369
delhi-ncr,Renault Kwid,2022,420000,33K km,33000,HR,manual,petrol,7152
delhi-ncr,Hyundai Venue,2021,811000,40.5K km,40500,UP,manual,petrol,13810
delhi-ncr,Maruti Swift,2022,709000,11K km,11000,HR,automatic,petrol,12073
delhi-ncr,Tata Nexon,2021,884000,24.5K km,24500,HR,manual,petrol,15054
delhi-ncr,Hyundai New i20,2022,759000,31K km,31000,DL,automatic,petrol,12925
delhi-ncr,Tata Tiago,2020,452000,31.5K km,31500,DL,manual,petrol,7697
delhi-ncr,Maruti Wagon R 1.0,2022,468000,4.5K km,4500,DL,manual,petrol,8364
delhi-ncr,Maruti Ciaz,2017,637000,57.5K km,57500,HR,manual,petrol,10847
delhi-ncr,Hyundai Venue,2021,855000,27K km,27000,UP,manual,petrol,14560
delhi-ncr,Honda City,2022,1239000,42K km,42000,DL,automatic,petrol,21308
delhi-ncr,Maruti Ritz,2014,266000,41K km,41000,DL,manual,petrol,5352
delhi-ncr,Honda Amaze,2014,326000,42K km,42000,DL,manual,petrol,6996
delhi-ncr,Hyundai Verna,2012,319000,110K km,110000,DL,manual,petrol,12132
delhi-ncr,Honda City,2016,566000,57K km,57000,DL,manual,petrol,9638
delhi-ncr,Hyundai Grand i10,2015,392000,32K km,32000,DL,manual,petrol,7135
delhi-ncr,Tata Nexon,2019,622000,51.5K km,51500,DL,manual,petrol,10592
delhi-ncr,Renault Kwid,2020,309000,25K km,25000,DL,manual,petrol,5262
delhi-ncr,Honda City,2016,598000,63K km,63000,HR,manual,petrol,10183
delhi-ncr,Hyundai Grand i10,2016,393000,33K km,33000,DL,manual,petrol,6692
